Reg Number,Name,Year,Branch,CGPA
23BIT9799,Vivaan Iyer,1,Information Technology,9.08
23BEE1554,Neha Singh,1,Electrical Engineering,9.91
22BIT8139,Krishna Das,2,Information Technology,8.74
20BCE2001,Krishna Singh,4,Computer Engineering,8.52
21BME3447,Krishna Roy,3,Mechanical Engineering,9.87
23BCH0934,Vivaan Sharma,1,Chemical Engineering,7.28
20BCH8751,Ishita Roy,4,Chemical Engineering,6.24
21BME6151,Aarav Sharma,3,Mechanical Engineering,6.08
22BCE0427,Vivaan Singh,2,Computer Engineering,9.24
21BIT5806,Pooja Patel,3,Information Technology,9.83
20BEE1638,Krishna Reddy,4,Electrical Engineering,7.41
20BCH2409,Neha Reddy,4,Chemical Engineering,8.16
21BME1914,Ananya Nair,3,Mechanical Engineering,7.93
20BIT0023,Neha Singh,4,Information Technology,6.49
23BEE7597,Neha Gupta,1,Electrical Engineering,9.56
22BIT7880,Pooja Das,2,Information Technology,8.82
20BEE5913,Aditya Sharma,4,Electrical Engineering,9.92
23BCE9359,Ananya Das,1,Computer Engineering,7.83
20BME2761,Ananya Patel,4,Mechanical Engineering,7.77
21BIT3673,Pooja Singh,3,Information Technology,7.31
22BCE7035,Krishna Singh,2,Computer Engineering,9.22
20BCH2389,Krishna Verma,4,Chemical Engineering,6.89
20BME7774,Krishna Verma,4,Mechanical Engineering,9.57
22BEE1630,Vivaan Singh,2,Electrical Engineering,6.8
23BEE1146,Ananya Das,1,Electrical Engineering,9.7
22BCH5476,Arjun Singh,2,Chemical Engineering,8.27
20BCE3237,Krishna Reddy,4,Computer Engineering,7.1
23BCH1725,Aditya Das,1,Chemical Engineering,9.49
20BME8475,Sneha Das,4,Mechanical Engineering,8.08
21BEE9754,Aarav Das,3,Electrical Engineering,6.23
22BCH5637,Krishna Iyer,2,Chemical Engineering,8.62
20BEE7504,Aarav Sharma,4,Electrical Engineering,8.75
21BCH8701,Aditya Sharma,3,Chemical Engineering,6.7
23BIT1745,Ishita Reddy,1,Information Technology,8.03
20BCH6613,Arjun Reddy,4,Chemical Engineering,6.4
21BEE6930,Aarav Verma,3,Electrical Engineering,9.26
21BIT8528,Vivaan Singh,3,Information Technology,9.95
20BEE7665,Ishita Iyer,4,Electrical Engineering,6.67
20BEE0019,Pooja Verma,4,Electrical Engineering,6.93
21BCE7827,Pooja Nair,3,Computer Engineering,9.49
21BIT5369,Neha Iyer,3,Information Technology,8.12
20BME5911,Krishna Iyer,4,Mechanical Engineering,9.88
23BCH8814,Sneha Singh,1,Chemical Engineering,7.03
21BME3303,Krishna Verma,3,Mechanical Engineering,9.79
22BEE3808,Aditya Reddy,2,Electrical Engineering,6.92
22BCE9496,Ishita Reddy,2,Computer Engineering,8.87
23BCH5756,Ananya Gupta,1,Chemical Engineering,7.17
22BME1228,Sneha Nair,2,Mechanical Engineering,6.38
23BCH1947,Vivaan Roy,1,Chemical Engineering,7.82
23BEE6046,Ishita Singh,1,Electrical Engineering,8.79
20BEE5829,Neha Patel,4,Electrical Engineering,7.53
23BCH7912,Ishita Roy,1,Chemical Engineering,6.86
22BME3483,Ananya Reddy,2,Mechanical Engineering,8.94
22BCE3823,Aditya Gupta,2,Computer Engineering,7.43
21BEE5349,Aditya Patel,3,Electrical Engineering,6.78
23BEE5676,Arjun Iyer,1,Electrical Engineering,7.45
22BME6524,Arjun Sharma,2,Mechanical Engineering,8.15
21BEE2126,Ishita Verma,3,Electrical Engineering,9.59
21BEE1672,Arjun Patel,3,Electrical Engineering,6.32
21BME9238,Aditya Singh,3,Mechanical Engineering,9.06
21BIT6229,Aditya Sharma,3,Information Technology,9.63
20BCH3003,Ananya Roy,4,Chemical Engineering,9.64
20BEE7673,Aditya Verma,4,Electrical Engineering,8.22
23BME1068,Ananya Roy,1,Mechanical Engineering,9.89
20BIT9859,Vivaan Sharma,4,Information Technology,9.13
20BCE3691,Neha Gupta,4,Computer Engineering,9.01
22BCH9419,Krishna Singh,2,Chemical Engineering,8.51
20BEE0302,Ananya Das,4,Electrical Engineering,6.16
22BIT0674,Neha Roy,2,Information Technology,7.4
22BME4897,Arjun Verma,2,Mechanical Engineering,7.54
20BME3331,Pooja Reddy,4,Mechanical Engineering,7.18
23BCE3905,Neha Das,1,Computer Engineering,7.52
20BIT2610,Neha Nair,4,Information Technology,8.98
20BCH0601,Pooja Singh,4,Chemical Engineering,9.64
21BCE3760,Aditya Gupta,3,Computer Engineering,8.84
23BME9778,Ishita Reddy,1,Mechanical Engineering,6.76
20BCH0950,Arjun Nair,4,Chemical Engineering,7.88
23BEE9855,Arjun Roy,1,Electrical Engineering,8.4
22BEE0602,Ananya Sharma,2,Electrical Engineering,8.53
23BIT5014,Vivaan Roy,1,Information Technology,7.31
21BEE4874,Ishita Roy,3,Electrical Engineering,8.89
21BCE5605,Pooja Sharma,3,Computer Engineering,9.57
23BEE4271,Vivaan Iyer,1,Electrical Engineering,6.15
22BEE0366,Arjun Roy,2,Electrical Engineering,8.28
22BIT0325,Krishna Patel,2,Information Technology,8.82
21BCE8338,Krishna Nair,3,Computer Engineering,9.82
20BIT1529,Ishita Patel,4,Information Technology,7.74
20BEE6420,Ishita Nair,4,Electrical Engineering,7.33
20BCH6792,Vivaan Das,4,Chemical Engineering,9.71
23BME0361,Ananya Das,1,Mechanical Engineering,6.3
21BCH2373,Arjun Roy,3,Chemical Engineering,6.98
23BCH0252,Arjun Reddy,1,Chemical Engineering,6.84
21BCH5310,Arjun Reddy,3,Chemical Engineering,9.01
22BME0796,Pooja Verma,2,Mechanical Engineering,6.18
20BIT0155,Krishna Patel,4,Information Technology,6.71
22BEE8334,Neha Patel,2,Electrical Engineering,7.34
21BCH5151,Krishna Singh,3,Chemical Engineering,9.53
23BIT6905,Vivaan Nair,1,Information Technology,7.97
23BCH5257,Ishita Patel,1,Chemical Engineering,8.52
23BIT7254,Vivaan Patel,1,Information Technology,6.96
21BEE8446,Aditya Roy,3,Electrical Engineering,6.33
23BCH0062,Krishna Iyer,1,Chemical Engineering,8.17
22BIT5489,Neha Das,2,Information Technology,6.66
23BEE3588,Ananya Roy,1,Electrical Engineering,7.21
21BIT7372,Arjun Verma,3,Information Technology,9.6
22BIT5950,Krishna Iyer,2,Information Technology,9.57
20BME0454,Aditya Patel,4,Mechanical Engineering,8.32
22BME1600,Vivaan Sharma,2,Mechanical Engineering,7.51
22BEE4629,Sneha Patel,2,Electrical Engineering,7.63
20BCE7877,Pooja Reddy,4,Computer Engineering,8.91
20BCH2311,Pooja Reddy,4,Chemical Engineering,6.61
20BIT1912,Ishita Das,4,Information Technology,9.46
23BCE1510,Vivaan Roy,1,Computer Engineering,7.14
23BEE9214,Vivaan Nair,1,Electrical Engineering,6.1
20BCH5192,Sneha Iyer,4,Chemical Engineering,6.06
21BEE0453,Vivaan Nair,3,Electrical Engineering,6.37
23BIT5665,Aditya Sharma,1,Information Technology,8.71
20BIT2568,Sneha Patel,4,Information Technology,9.04
23BEE8391,Arjun Verma,1,Electrical Engineering,6.81
21BCE8114,Neha Reddy,3,Computer Engineering,8.0
21BCE3760,Pooja Sharma,3,Computer Engineering,8.51
22BCH7397,Aarav Singh,2,Chemical Engineering,8.56
21BCH2657,Neha Singh,3,Chemical Engineering,9.68
23BIT5187,Ishita Das,1,Information Technology,7.23
23BME9330,Arjun Nair,1,Mechanical Engineering,6.87
20BCH9934,Aditya Sharma,4,Chemical Engineering,6.1
20BCE3887,Krishna Reddy,4,Computer Engineering,7.8
20BCH9374,Ishita Das,4,Chemical Engineering,7.46
21BCE8404,Arjun Verma,3,Computer Engineering,6.89
22BCH6029,Sneha Verma,2,Chemical Engineering,7.0
22BME8891,Neha Sharma,2,Mechanical Engineering,7.25
22BIT8164,Vivaan Verma,2,Information Technology,9.09
21BME5332,Aditya Verma,3,Mechanical Engineering,6.74
22BIT1547,Aarav Gupta,2,Information Technology,6.05
22BCH0651,Ishita Patel,2,Chemical Engineering,8.25
22BCH4920,Ananya Das,2,Chemical Engineering,9.54
21BCE2985,Krishna Reddy,3,Computer Engineering,6.18
23BME8384,Aditya Iyer,1,Mechanical Engineering,8.63
21BCE6088,Pooja Roy,3,Computer Engineering,7.12
22BCH4665,Pooja Gupta,2,Chemical Engineering,9.58
23BEE5464,Aarav Das,1,Electrical Engineering,8.51
23BCE6113,Aarav Nair,1,Computer Engineering,8.96
21BIT8480,Aditya Das,3,Information Technology,9.4
23BME9894,Arjun Roy,1,Mechanical Engineering,9.79
20BCH1871,Vivaan Roy,4,Chemical Engineering,8.42
20BME6862,Aditya Roy,4,Mechanical Engineering,6.51
22BCE6061,Aditya Reddy,2,Computer Engineering,6.18
22BIT6033,Neha Iyer,2,Information Technology,8.37
20BIT1169,Aarav Nair,4,Information Technology,9.82
23BEE1479,Pooja Das,1,Electrical Engineering,9.75
22BCE6907,Ishita Nair,2,Computer Engineering,9.01
22BCH1241,Vivaan Roy,2,Chemical Engineering,6.44
21BCH3889,Krishna Iyer,3,Chemical Engineering,7.28
20BCH6194,Krishna Gupta,4,Chemical Engineering,6.79
20BEE1701,Sneha Iyer,4,Electrical Engineering,9.6
22BEE0498,Sneha Sharma,2,Electrical Engineering,7.01
21BCH2809,Aarav Patel,3,Chemical Engineering,6.66
22BCH9542,Ishita Patel,2,Chemical Engineering,8.07
21BCE6598,Aditya Gupta,3,Computer Engineering,8.09
22BCH2262,Neha Patel,2,Chemical Engineering,9.41
20BCE3681,Neha Patel,4,Computer Engineering,9.52
22BIT3495,Vivaan Roy,2,Information Technology,6.15
21BIT6000,Krishna Gupta,3,Information Technology,8.54
20BEE9361,Neha Gupta,4,Electrical Engineering,7.05
21BME6501,Neha Reddy,3,Mechanical Engineering,9.95
21BEE7668,Aarav Reddy,3,Electrical Engineering,7.3
20BCE1702,Neha Patel,4,Computer Engineering,8.0
22BCE3048,Pooja Reddy,2,Computer Engineering,8.14
23BCE0379,Krishna Nair,1,Computer Engineering,7.03
22BEE1005,Ananya Roy,2,Electrical Engineering,9.62
21BCE8076,Sneha Gupta,3,Computer Engineering,6.18
20BME3208,Vivaan Das,4,Mechanical Engineering,9.51
22BEE0842,Sneha Sharma,2,Electrical Engineering,6.89
20BCE5621,Aarav Roy,4,Computer Engineering,7.3
21BCE3382,Aarav Verma,3,Computer Engineering,7.14
23BEE0290,Ananya Sharma,1,Electrical Engineering,6.31
23BIT4124,Sneha Nair,1,Information Technology,9.78
22BCH8376,Ishita Nair,2,Chemical Engineering,6.41
20BCH7626,Krishna Reddy,4,Chemical Engineering,8.13
21BIT6455,Ishita Nair,3,Information Technology,7.23
21BME2846,Sneha Verma,3,Mechanical Engineering,7.49
23BIT9148,Arjun Das,1,Information Technology,8.3
20BCE5041,Aditya Patel,4,Computer Engineering,8.3
21BEE5045,Aditya Gupta,3,Electrical Engineering,9.81
20BEE6239,Vivaan Roy,4,Electrical Engineering,6.88
21BCH8237,Neha Das,3,Chemical Engineering,8.93
20BME6329,Krishna Iyer,4,Mechanical Engineering,7.95
20BCE9633,Sneha Nair,4,Computer Engineering,6.94
21BME1174,Vivaan Sharma,3,Mechanical Engineering,7.38
20BME6204,Sneha Sharma,4,Mechanical Engineering,6.88
23BME1766,Ananya Das,1,Mechanical Engineering,6.72
20BEE1263,Arjun Nair,4,Electrical Engineering,7.22
22BIT2987,Ishita Das,2,Information Technology,9.57
21BEE3286,Pooja Reddy,3,Electrical Engineering,6.15
20BCE0818,Sneha Patel,4,Computer Engineering,9.84
21BIT6201,Pooja Verma,3,Information Technology,9.77
21BCE3554,Arjun Patel,3,Computer Engineering,9.3
23BIT2176,Ishita Iyer,1,Information Technology,6.8
23BIT3669,Ananya Iyer,1,Information Technology,8.34
21BIT6075,Aarav Sharma,3,Information Technology,8.82
20BEE2330,Ishita Iyer,4,Electrical Engineering,6.07
21BCE9337,Vivaan Singh,3,Computer Engineering,6.33
22BIT1988,Sneha Verma,2,Information Technology,9.72
21BME0612,Krishna Patel,3,Mechanical Engineering,8.01
21BCH3758,Ananya Verma,3,Chemical Engineering,8.3
20BCH0786,Pooja Verma,4,Chemical Engineering,8.77
23BCH6510,Aarav Verma,1,Chemical Engineering,6.23
23BEE5649,Aarav Roy,1,Electrical Engineering,6.02
22BCE4396,Krishna Iyer,2,Computer Engineering,8.26
22BCH3324,Neha Roy,2,Chemical Engineering,7.15
21BCE1161,Aditya Sharma,3,Computer Engineering,7.41
21BEE9469,Neha Verma,3,Electrical Engineering,9.84
23BCH2626,Sneha Reddy,1,Chemical Engineering,6.71
21BEE2696,Krishna Singh,3,Electrical Engineering,9.78
20BCH7812,Pooja Gupta,4,Chemical Engineering,8.24
20BCE4736,Aarav Roy,4,Computer Engineering,7.66
23BEE6953,Arjun Singh,1,Electrical Engineering,7.07
23BCE9179,Neha Iyer,1,Computer Engineering,7.3
20BIT5928,Sneha Verma,4,Information Technology,7.11
20BEE6428,Arjun Patel,4,Electrical Engineering,9.99
22BCE1888,Pooja Reddy,2,Computer Engineering,8.04
21BCE9234,Neha Nair,3,Computer Engineering,7.19
23BIT9409,Krishna Nair,1,Information Technology,7.6
22BEE9381,Arjun Iyer,2,Electrical Engineering,9.31
21BIT6471,Vivaan Nair,3,Information Technology,8.28
20BEE9221,Arjun Singh,4,Electrical Engineering,7.74
21BME3406,Sneha Nair,3,Mechanical Engineering,8.99
23BIT0901,Neha Patel,1,Information Technology,8.97
23BIT2553,Aditya Iyer,1,Information Technology,7.09
20BEE7292,Pooja Roy,4,Electrical Engineering,7.68
23BCE1348,Pooja Nair,1,Computer Engineering,8.64
20BIT0926,Arjun Iyer,4,Information Technology,9.9
21BEE5980,Aditya Singh,3,Electrical Engineering,6.52
22BCE4803,Aarav Iyer,2,Computer Engineering,7.46
21BME8790,Ananya Iyer,3,Mechanical Engineering,9.32
22BME2716,Ananya Verma,2,Mechanical Engineering,9.06
20BIT7503,Vivaan Verma,4,Information Technology,6.64
20BEE6464,Krishna Roy,4,Electrical Engineering,8.06
20BIT3036,Neha Singh,4,Information Technology,6.04
23BCH1642,Ishita Roy,1,Chemical Engineering,6.74
22BCH2636,Pooja Roy,2,Chemical Engineering,6.94
22BEE5286,Ishita Patel,2,Electrical Engineering,9.04
20BIT4873,Arjun Reddy,4,Information Technology,9.96
20BCH1209,Aditya Gupta,4,Chemical Engineering,6.32
23BCH1302,Ishita Das,1,Chemical Engineering,9.88
23BEE2598,Sneha Das,1,Electrical Engineering,8.33
23BIT3532,Aarav Roy,1,Information Technology,9.07
21BME0456,Vivaan Verma,3,Mechanical Engineering,8.91
20BME2537,Pooja Das,4,Mechanical Engineering,9.14
21BME0173,Arjun Nair,3,Mechanical Engineering,6.66
20BIT2102,Neha Patel,4,Information Technology,7.5
20BIT5143,Aarav Gupta,4,Information Technology,9.5
20BCH5573,Pooja Nair,4,Chemical Engineering,8.76
20BME1453,Krishna Verma,4,Mechanical Engineering,8.24
22BIT5523,Arjun Iyer,2,Information Technology,8.9
20BME6559,Pooja Das,4,Mechanical Engineering,9.38
20BCH4652,Neha Sharma,4,Chemical Engineering,8.89
20BEE5493,Neha Nair,4,Electrical Engineering,6.02
21BME4350,Vivaan Singh,3,Mechanical Engineering,7.05
23BCH7809,Neha Reddy,1,Chemical Engineering,8.82
23BIT6528,Neha Patel,1,Information Technology,8.08
22BCH3943,Aditya Roy,2,Chemical Engineering,8.59
20BEE5483,Aditya Iyer,4,Electrical Engineering,6.41
21BCH3661,Aarav Gupta,3,Chemical Engineering,6.78
22BIT1976,Ananya Nair,2,Information Technology,8.63
21BEE7691,Neha Verma,3,Electrical Engineering,9.17
22BME5133,Ananya Iyer,2,Mechanical Engineering,9.55
20BCE5893,Aditya Nair,4,Computer Engineering,8.75
22BCH5670,Pooja Gupta,2,Chemical Engineering,9.88
21BME8362,Aditya Iyer,3,Mechanical Engineering,6.91
21BIT9363,Aditya Das,3,Information Technology,8.95
21BIT3479,Ishita Roy,3,Information Technology,9.34
21BIT8476,Sneha Das,3,Information Technology,9.88
21BCH6885,Sneha Sharma,3,Chemical Engineering,6.95
23BIT5447,Ananya Roy,1,Information Technology,8.43
23BME1126,Arjun Iyer,1,Mechanical Engineering,6.51
23BIT2316,Arjun Roy,1,Information Technology,9.42
21BCH5644,Sneha Nair,3,Chemical Engineering,6.62
23BCE9522,Arjun Reddy,1,Computer Engineering,6.23
21BCH5845,Ananya Verma,3,Chemical Engineering,7.01
21BIT7607,Ishita Sharma,3,Information Technology,9.76
22BCE9924,Arjun Verma,2,Computer Engineering,6.86
22BCE6464,Ananya Iyer,2,Computer Engineering,8.89
23BME9531,Arjun Verma,1,Mechanical Engineering,8.63
21BCE6127,Ishita Singh,3,Computer Engineering,7.33
20BCH7298,Neha Nair,4,Chemical Engineering,8.76
20BCH6205,Pooja Verma,4,Chemical Engineering,8.28
20BME9636,Sneha Iyer,4,Mechanical Engineering,7.93
22BIT4449,Vivaan Roy,2,Information Technology,8.16
23BCH5416,Ananya Singh,1,Chemical Engineering,8.95
20BCE7798,Arjun Reddy,4,Computer Engineering,7.0
20BEE5647,Krishna Verma,4,Electrical Engineering,7.31
21BME2392,Aarav Iyer,3,Mechanical Engineering,8.19
20BME7758,Ananya Singh,4,Mechanical Engineering,9.41
20BEE1894,Arjun Patel,4,Electrical Engineering,9.52
23BCE7594,Ishita Sharma,1,Computer Engineering,7.04
21BME4742,Pooja Gupta,3,Mechanical Engineering,6.4
23BEE0777,Krishna Nair,1,Electrical Engineering,8.78
22BEE8190,Aditya Roy,2,Electrical Engineering,8.23
20BME9951,Krishna Das,4,Mechanical Engineering,9.53
23BEE8608,Krishna Das,1,Electrical Engineering,8.69
23BCH3538,Aditya Roy,1,Chemical Engineering,6.96
20BME3998,Arjun Patel,4,Mechanical Engineering,8.71
23BEE0673,Aarav Verma,1,Electrical Engineering,8.97
22BCE7420,Krishna Das,2,Computer Engineering,9.45
22BCE4629,Aarav Nair,2,Computer Engineering,7.37
23BCE0515,Sneha Das,1,Computer Engineering,9.63
20BEE5422,Aditya Nair,4,Electrical Engineering,6.63
20BEE2822,Ishita Roy,4,Electrical Engineering,8.41
21BCH1061,Pooja Reddy,3,Chemical Engineering,9.07
23BCE1428,Ananya Iyer,1,Computer Engineering,6.51
21BIT3912,Ananya Verma,3,Information Technology,8.09
20BME9067,Krishna Patel,4,Mechanical Engineering,6.59
22BCE8839,Krishna Sharma,2,Computer Engineering,9.04
23BCH2423,Ishita Sharma,1,Chemical Engineering,9.33
20BCE3088,Arjun Patel,4,Computer Engineering,7.83
23BCH5805,Aarav Roy,1,Chemical Engineering,7.04
21BIT3283,Aditya Sharma,3,Information Technology,8.68
21BEE0718,Vivaan Iyer,3,Electrical Engineering,8.5
22BCH1136,Aditya Patel,2,Chemical Engineering,7.19
21BME1012,Neha Sharma,3,Mechanical Engineering,9.06
22BEE3638,Krishna Sharma,2,Electrical Engineering,6.99
21BIT6378,Arjun Patel,3,Information Technology,9.97
20BCE7640,Krishna Iyer,4,Computer Engineering,9.58
21BCH0348,Pooja Singh,3,Chemical Engineering,8.43
20BCH5795,Arjun Verma,4,Chemical Engineering,6.82
23BCH2487,Vivaan Nair,1,Chemical Engineering,8.66
22BCH1373,Aditya Nair,2,Chemical Engineering,8.35
21BIT2061,Aarav Patel,3,Information Technology,9.27
20BCE0659,Aditya Nair,4,Computer Engineering,6.74
22BIT2644,Aarav Verma,2,Information Technology,6.99
20BME2345,Neha Patel,4,Mechanical Engineering,7.32
23BME3098,Krishna Gupta,1,Mechanical Engineering,7.87
20BIT8168,Neha Roy,4,Information Technology,6.96
21BCE8033,Aditya Patel,3,Computer Engineering,6.77
20BME2837,Sneha Singh,4,Mechanical Engineering,6.34
20BME1702,Krishna Das,4,Mechanical Engineering,9.15
21BCH7109,Neha Reddy,3,Chemical Engineering,7.52
23BEE5481,Krishna Roy,1,Electrical Engineering,8.55
23BME0355,Aarav Iyer,1,Mechanical Engineering,6.15
23BIT1796,Pooja Sharma,1,Information Technology,8.82
22BCH6122,Sneha Sharma,2,Chemical Engineering,9.39
21BCH0872,Arjun Iyer,3,Chemical Engineering,7.55
20BME6306,Neha Verma,4,Mechanical Engineering,9.9
22BEE9490,Vivaan Roy,2,Electrical Engineering,8.97
23BCE9568,Vivaan Sharma,1,Computer Engineering,6.03
22BEE8469,Pooja Verma,2,Electrical Engineering,9.75
23BCH7762,Aditya Nair,1,Chemical Engineering,7.46
20BCH0203,Neha Verma,4,Chemical Engineering,8.09
23BIT3552,Sneha Das,1,Information Technology,6.32
20BIT2890,Neha Gupta,4,Information Technology,8.44
22BCH9155,Vivaan Singh,2,Chemical Engineering,8.21
22BME6639,Sneha Reddy,2,Mechanical Engineering,8.76
23BCH7917,Vivaan Patel,1,Chemical Engineering,8.42
20BEE1729,Neha Verma,4,Electrical Engineering,8.56
22BCH7810,Ananya Gupta,2,Chemical Engineering,8.89
22BME3520,Arjun Nair,2,Mechanical Engineering,8.32
23BEE4256,Neha Das,1,Electrical Engineering,9.87
22BCH7035,Krishna Sharma,2,Chemical Engineering,6.61
20BME2348,Pooja Reddy,4,Mechanical Engineering,8.99
20BCE9665,Vivaan Iyer,4,Computer Engineering,9.62
22BME2904,Sneha Sharma,2,Mechanical Engineering,9.78
20BME3493,Neha Verma,4,Mechanical Engineering,7.92
22BCH4444,Neha Gupta,2,Chemical Engineering,6.25
21BIT6233,Vivaan Gupta,3,Information Technology,6.62
23BIT9644,Aarav Reddy,1,Information Technology,6.3
23BEE6555,Neha Sharma,1,Electrical Engineering,7.36
21BIT3757,Arjun Verma,3,Information Technology,7.97
21BIT4704,Ishita Iyer,3,Information Technology,7.81
22BCE9970,Vivaan Verma,2,Computer Engineering,6.55
22BIT7101,Vivaan Das,2,Information Technology,7.63
20BIT1356,Ishita Reddy,4,Information Technology,7.9
23BCE4379,Ishita Verma,1,Computer Engineering,9.78
21BEE8642,Aarav Roy,3,Electrical Engineering,9.64
23BME9224,Krishna Roy,1,Mechanical Engineering,8.25
20BME1650,Vivaan Patel,4,Mechanical Engineering,9.42
20BIT2025,Ishita Das,4,Information Technology,7.41
22BCE8987,Pooja Singh,2,Computer Engineering,8.2
22BEE8542,Ananya Roy,2,Electrical Engineering,9.1
23BCH0785,Vivaan Das,1,Chemical Engineering,8.45
21BCE4874,Arjun Gupta,3,Computer Engineering,7.7
21BCE0031,Aarav Das,3,Computer Engineering,7.87
23BEE8820,Ananya Verma,1,Electrical Engineering,9.68
20BEE9605,Krishna Nair,4,Electrical Engineering,7.96
22BEE9548,Krishna Roy,2,Electrical Engineering,8.45
22BEE7129,Neha Roy,2,Electrical Engineering,7.21
20BME0185,Aarav Iyer,4,Mechanical Engineering,9.38
22BEE0898,Pooja Das,2,Electrical Engineering,7.77
23BME7902,Aditya Iyer,1,Mechanical Engineering,7.79
23BEE5396,Pooja Verma,1,Electrical Engineering,9.73
21BIT4838,Ananya Roy,3,Information Technology,7.74
22BEE2801,Aditya Nair,2,Electrical Engineering,8.53
20BCE6446,Krishna Singh,4,Computer Engineering,9.74
22BCH1753,Sneha Sharma,2,Chemical Engineering,7.31
23BCH1649,Neha Reddy,1,Chemical Engineering,6.49
20BCH0821,Krishna Verma,4,Chemical Engineering,6.86
20BIT9652,Aarav Reddy,4,Information Technology,8.44
20BEE6004,Neha Reddy,4,Electrical Engineering,9.3
23BCE0280,Sneha Roy,1,Computer Engineering,7.0
20BME4456,Aarav Das,4,Mechanical Engineering,9.37
21BME1183,Ishita Iyer,3,Mechanical Engineering,7.66
23BCH8385,Ananya Das,1,Chemical Engineering,8.58
22BME0310,Neha Verma,2,Mechanical Engineering,7.22
20BCH3904,Sneha Singh,4,Chemical Engineering,9.52
20BCH5054,Aditya Gupta,4,Chemical Engineering,8.28
22BIT6033,Pooja Gupta,2,Information Technology,7.44
22BEE3479,Aarav Verma,2,Electrical Engineering,8.64
21BEE0318,Ananya Iyer,3,Electrical Engineering,9.59
22BEE0503,Ananya Verma,2,Electrical Engineering,9.48
22BIT4667,Neha Nair,2,Information Technology,6.06
22BCE3172,Aditya Nair,2,Computer Engineering,8.27
23BIT5350,Neha Singh,1,Information Technology,8.3
22BCH1853,Sneha Nair,2,Chemical Engineering,7.54
21BME4348,Aarav Sharma,3,Mechanical Engineering,7.08
21BIT4620,Neha Singh,3,Information Technology,9.39
21BIT9328,Arjun Singh,3,Information Technology,9.72
23BCH8414,Neha Reddy,1,Chemical Engineering,8.92
22BCE0439,Pooja Reddy,2,Computer Engineering,6.46
21BCH1339,Arjun Patel,3,Chemical Engineering,7.55
20BIT3312,Aarav Verma,4,Information Technology,7.9
23BEE7842,Vivaan Verma,1,Electrical Engineering,6.69
20BCH5655,Arjun Nair,4,Chemical Engineering,8.5
20BCE0155,Arjun Gupta,4,Computer Engineering,6.61
22BCE6815,Aarav Reddy,2,Computer Engineering,8.99
21BEE9359,Krishna Reddy,3,Electrical Engineering,8.98
20BEE1868,Ananya Gupta,4,Electrical Engineering,8.38
23BEE3855,Krishna Singh,1,Electrical Engineering,7.6
20BME8977,Pooja Patel,4,Mechanical Engineering,9.58
23BME3127,Ananya Gupta,1,Mechanical Engineering,6.31
21BCE8863,Aarav Roy,3,Computer Engineering,9.1
23BME7656,Neha Sharma,1,Mechanical Engineering,9.05
20BIT9112,Aarav Sharma,4,Information Technology,9.5
23BME3911,Ishita Verma,1,Mechanical Engineering,7.91
23BEE7242,Ananya Nair,1,Electrical Engineering,8.32
21BCE3930,Neha Singh,3,Computer Engineering,9.37
22BCE7564,Ishita Iyer,2,Computer Engineering,7.61
22BME8321,Arjun Das,2,Mechanical Engineering,7.72
20BCE3878,Sneha Das,4,Computer Engineering,6.99
23BCE6562,Ishita Das,1,Computer Engineering,8.84
21BME3556,Aditya Gupta,3,Mechanical Engineering,6.99
23BIT3392,Aarav Reddy,1,Information Technology,8.84
20BEE8873,Arjun Gupta,4,Electrical Engineering,9.72
20BEE0465,Pooja Sharma,4,Electrical Engineering,8.23
23BCH0638,Aditya Das,1,Chemical Engineering,6.91
21BCE5706,Ishita Gupta,3,Computer Engineering,9.64
22BEE8036,Arjun Reddy,2,Electrical Engineering,6.3
23BIT8589,Aarav Reddy,1,Information Technology,6.36
22BME1872,Arjun Reddy,2,Mechanical Engineering,8.53
23BCE2951,Aarav Nair,1,Computer Engineering,8.3
22BIT7013,Arjun Roy,2,Information Technology,7.78
20BCH0785,Neha Patel,4,Chemical Engineering,9.16
23BIT8016,Vivaan Roy,1,Information Technology,6.35
22BCE3810,Vivaan Gupta,2,Computer Engineering,6.12
22BCE4357,Vivaan Reddy,2,Computer Engineering,7.57
21BCH4449,Sneha Nair,3,Chemical Engineering,8.1
23BIT1172,Krishna Nair,1,Information Technology,9.97
21BCH4698,Aditya Sharma,3,Chemical Engineering,7.5
23BIT0650,Vivaan Singh,1,Information Technology,9.11
23BCH2524,Ishita Das,1,Chemical Engineering,9.0
20BME0759,Pooja Iyer,4,Mechanical Engineering,6.04
20BIT9148,Neha Reddy,4,Information Technology,9.78
21BEE8166,Ananya Gupta,3,Electrical Engineering,9.15
20BIT8991,Arjun Das,4,Information Technology,8.48
23BEE9565,Sneha Iyer,1,Electrical Engineering,9.73
21BEE6821,Sneha Gupta,3,Electrical Engineering,7.66
20BCH0767,Neha Das,4,Chemical Engineering,9.77
20BEE6924,Ananya Das,4,Electrical Engineering,8.19
20BEE9248,Aarav Reddy,4,Electrical Engineering,9.02
20BEE2994,Ananya Sharma,4,Electrical Engineering,9.95
23BME0552,Neha Reddy,1,Mechanical Engineering,7.89
21BME7136,Neha Reddy,3,Mechanical Engineering,6.62
23BME1285,Neha Singh,1,Mechanical Engineering,8.04
20BEE1021,Vivaan Sharma,4,Electrical Engineering,9.37
20BCH1020,Ananya Gupta,4,Chemical Engineering,6.69
